Pcorrectforproblem,Pmedian,p_prior_correct,p_prior_completed,prior_attempts,pProblemSemanticError,Prob_synt,pSubjectSyntaxErrors,pSubjectSemanticErrors,Correct,StartOrder,ProblemID,Code,prediction,Fold
0.4594594594594595,1.0,0.3333333333333333,0.8333333333333334,6,0.40540540540540543,0.13513513513513514,0.09090909090909091,0.36363636363636365,True,1589,findRoot,"def findRoot(a, b, c):
    t = ((-b + ((b**2 - 4*a*c)**.5)) / (2*a))
    y = ((-b - ((b**2 - 4*a*c)**.5)) / (2*a))
    if y > t:
        return y
    else: return t",False,0
0.2962962962962963,3.0,0.0,1.0,1,0.37037037037037035,0.3333333333333333,0.08333333333333333,0.3333333333333333,True,1624,canDrinkAlcohol,"def canDrinkAlcohol(age, isDriving):
    if age < 21:
        return False
    elif age >= 21 and isDriving :
        return False
    else:
        return True",False,0
0.17142857142857143,3.0,0.5,0.5,0,0.6285714285714286,0.2,0.07692307692307693,0.3076923076923077,False,1593,kthDigit,"def kthDigit(x, k):
	return (x // 10**k) % 10",False,0
0.9661016949152542,1.0,0.42857142857142855,0.7142857142857143,7,0.01694915254237288,0.01694915254237288,0.3333333333333333,0.3333333333333333,True,92,doubleX,"def doubleX(x):
    return (x *2)",True,0
0.8867924528301887,1.0,0.3333333333333333,0.6666666666666666,6,0.07547169811320754,0.03773584905660377,0.0,0.0,True,93,raiseToPower,"def raiseToPower(x,y):
    return (x **y)
",True,0
0.4594594594594595,1.0,0.5,1.0,4,0.40540540540540543,0.13513513513513514,0.3333333333333333,0.0,False,96,findRoot,"def findRoot(a,b,c):
    
    additionTotal = ( -b + (((b **2) - 4 *a *c) **(0.5)))/( 2 *a)
    
    subtractTotal = ( -b - (((b **2) - 4 *a *c) **(0.5)))/( 2 *a)
    
    if (additionTotal >= subtractTotal):
        return additionTotal
",True,0
0.7619047619047619,1.0,0.0,1.0,2,0.16666666666666666,0.07142857142857142,0.25,0.25,True,100,leftoverCandy,"def leftoverCandy(candyBars, friends):
	return (candyBars % friends)",True,0
0.5303030303030303,1.0,0.5,0.5,0,0.2878787878787879,0.18181818181818182,0.3333333333333333,0.16666666666666666,False,87,helloWorld,"print ('Hello World!')
",True,0
0.8780487804878049,1.0,0.3333333333333333,1.0,3,0.0975609756097561,0.024390243902439025,0.2857142857142857,0.2857142857142857,True,97,intToFloat,"def intToFloat(x):
	return (x / 1.0)",True,0
0.8780487804878049,1.0,0.3,0.9,10,0.0975609756097561,0.024390243902439025,0.3333333333333333,0.3333333333333333,True,881,intToFloat,"def intToFloat(x):
	return(float(x))",True,0
0.5303030303030303,1.0,0.3333333333333333,0.8666666666666667,15,0.2878787878787879,0.18181818181818182,0.0,0.0,False,861,helloWorld,print('Hello World!'),False,0
0.38095238095238093,2.0,0.3125,0.875,16,0.38095238095238093,0.23809523809523808,0.0,0.5,True,2151,firstAndLast,"def firstAndLast(s):
	firstLetter = s[0]
	lastLetter = s[-1]
	combined = firstLetter + lastLetter
	return combined",False,0
0.3333333333333333,3.0,0.2857142857142857,0.8571428571428571,14,0.42857142857142855,0.23809523809523808,0.0,0.3333333333333333,True,2234,singlePigLatin,"def singlePigLatin(s):
	s = s[1:] + s[0] + 'ay'
	return s",False,0
0.4594594594594595,1.0,0.36363636363636365,0.9090909090909091,11,0.40540540540540543,0.13513513513513514,0.3333333333333333,0.16666666666666666,False,880,findRoot,"import math
def findRoot(a, b, c):
    numPlus = -b+(b**2-(4*a*c))**.5
    numMinus = -b-(b**2-(4*a*c))**.5
    denom = 2*a
    xPlus = numPlus/denom
    xMinus = numMinus/denom
    if (xPlus>xMinus):
        return xPlus
    else:
        retu",False,0
0.7619047619047619,1.0,0.2222222222222222,0.8888888888888888,9,0.16666666666666666,0.07142857142857142,0.2857142857142857,0.2857142857142857,True,882,leftoverCandy,"def leftoverCandy(candyBars, friends):
	return(candyBars%friends)",True,0
0.2962962962962963,3.0,0.0,1.0,1,0.37037037037037035,0.3333333333333333,0.25,0.25,True,1644,canDrinkAlcohol,"def canDrinkAlcohol(age, isDriving):
	if age >=21 and isDriving == False:
	    return True
	else: return False",True,0
0.17142857142857143,3.0,0.2857142857142857,0.8571428571428571,7,0.6285714285714286,0.2,0.2222222222222222,0.2222222222222222,False,884,kthDigit,"def kthDigit(x, k):
	kthDigLeft = x%(10**(k+1))
	kthDigRight = kthDigLeft//(10**k)
	return kthDigRight",False,0
0.7241379310344828,1.0,0.5,1.0,4,0.06896551724137931,0.20689655172413793,0.3333333333333333,0.25,False,1640,overNineThousand,"def overNineThousand(powerLevel):
	if powerLevel <= 9000:
	    return False
	else: True",True,0
0.41379310344827586,2.0,0.6666666666666666,1.0,3,0.4482758620689655,0.13793103448275862,0.3076923076923077,0.3076923076923077,False,1642,hasTwoDigits,"def hasTwoDigits(x):
	if x>9 and x//100 == 0:
	    return True",True,0
0.7727272727272727,1.0,0.5,1.0,2,0.09090909090909091,0.13636363636363635,0.2857142857142857,0.35714285714285715,True,2150,backwardsCombine,"def backwardsCombine(s1, s2):
	combined = s2 + s1
	return combined",True,0
0.21621621621621623,3.0,0.35294117647058826,0.8823529411764706,17,0.7027027027027027,0.08108108108108109,0.3125,0.3125,True,883,howManyEggCartons,"def howManyEggCartons(eggs):
	if (eggs%12)==0:
	    return eggs//12
	else:    
	    return((eggs//12)+1)",False,0
0.125,3.0,0.3888888888888889,0.8888888888888888,18,0.5,0.375,0.3333333333333333,0.2777777777777778,False,2235,isPunctuation,"import string

def isPunctuation(s):
	if s.punctuation() == True:
	    return True",False,0
0.14814814814814814,2.0,0.5,0.5,0,0.5925925925925926,0.25925925925925924,0.3333333333333333,0.3333333333333333,True,1373,nearestBusStop,"def nearestBusStop(street):
    a = street % 8
    if a > 4:
        return street + (8 - a)
    else:
	    return street - a",False,1
0.75,1.0,1.0,1.0,1,0.15,0.1,0.0,0.0,True,1374,backwardsCombine,"def backwardsCombine(s1, s2):
	return s2 + s1\",False,1
0.3888888888888889,2.0,0.5,0.6428571428571429,14,0.3888888888888889,0.2222222222222222,0.3333333333333333,0.3333333333333333,True,2578,singlePigLatin,"def singlePigLatin(s):
	return s[1:] + s[0] + 'ay'",False,1
0.925,1.0,0.46153846153846156,0.6153846153846154,13,0.075,0.0,0.0,0.0,True,2542,intToFloat,"def intToFloat(x):
    return x/1",True,1
0.4444444444444444,2.0,0.45454545454545453,0.5454545454545454,11,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,True,2573,firstAndLast,"def firstAndLast(s):
	return s[0] + s[len(s)-1]",True,1
0.14814814814814814,2.0,0.5,0.6,10,0.5925925925925926,0.25925925925925924,0.25,0.0,False,2555,nearestBusStop,"def nearestBusStop(street):
	return street//8",False,1
0.5223880597014925,1.0,0.625,0.625,8,0.3283582089552239,0.14925373134328357,0.2,0.2,False,2525,helloWorld,"def helloWorld():
    print('Hello World')",True,1
0.38461538461538464,2.0,0.7142857142857143,0.7142857142857143,7,0.5,0.11538461538461539,0.16666666666666666,0.3333333333333333,False,2583,hasTwoDigits,"def hasTwoDigits(x):
	if len(x) ==2:
	    return True
	else:
	    return False",False,1
0.15625,3.0,0.5555555555555556,0.6666666666666666,9,0.65625,0.1875,0.14285714285714285,0.42857142857142855,False,2549,kthDigit,"def kthDigit(x, k):
	return x[k]",False,1
0.25,2.5,0.8,0.8,5,0.6111111111111112,0.1388888888888889,0.125,0.5,False,2544,howManyEggCartons,"def howManyEggCartons(eggs):
	return eggs//12",False,1
0.75,1.0,0.6666666666666666,0.6666666666666666,6,0.15,0.1,0.1111111111111111,0.5555555555555556,True,2569,backwardsCombine,"def backwardsCombine(s1, s2):
	return s2 + s1",True,1
0.7560975609756098,1.0,0.75,0.75,4,0.1951219512195122,0.04878048780487805,0.1,0.5,True,2545,leftoverCandy,"def leftoverCandy(candy_bars, friends):
	return candy_bars%friends",True,1
0.125,2.0,1.0,1.0,3,0.5416666666666666,0.3333333333333333,0.09090909090909091,0.45454545454545453,False,2537,isPunctuation,"def isPunctuation(string):
    return string.punctuation",False,1
0.95,1.0,1.0,1.0,2,0.016666666666666666,0.03333333333333333,0.08333333333333333,0.5,True,2530,doubleX,"def doubleX(x):
    return x*2",True,1
0.34,1.5,1.0,1.0,1,0.54,0.12,0.07692307692307693,0.46153846153846156,True,2535,convertToDegrees,"def convertToDegrees(x):
    import math
    return math.degrees(x)",True,1
0.8679245283018868,1.0,0.5,0.5,0,0.07547169811320754,0.05660377358490566,0.07142857142857142,0.42857142857142855,True,2531,raiseToPower,"def raiseToPower(x, y):
    return x**y",True,1
0.7560975609756098,1.0,0.2222222222222222,0.7777777777777778,18,0.1951219512195122,0.04878048780487805,0.3333333333333333,0.3333333333333333,True,2210,leftoverCandy,"def leftoverCandy(candy_bars, friends):
	return candy_bars % friends",False,1
0.95,1.0,0.17647058823529413,0.7647058823529411,17,0.016666666666666666,0.03333333333333333,0.0,0.0,True,2147,doubleX,"def doubleX(x):
    return x*2",True,1
0.75,1.0,0.125,0.75,16,0.15,0.1,0.0,0.0,True,2227,backwardsCombine,"def backwardsCombine(s1, s2):
	return s2+s1",True,1
0.8679245283018868,1.0,0.06666666666666667,0.7333333333333333,15,0.07547169811320754,0.05660377358490566,0.0,0.0,True,2148,raiseToPower,"def raiseToPower(x,y):
    return x**y",True,1
0.5135135135135135,1.0,0.07692307692307693,0.8461538461538461,13,0.35135135135135137,0.13513513513513514,0.2,0.0,False,2166,findRoot,"import math 
def findRoot(a,b,c):
    x1 = (-b + math.sqrt(b**2 - (4*a*c))) / 2*a
    x2 = (-b - math.sqrt(b**2 - (4*a*c))) / 2*a
    if x1>x2:
        return x1
    else:
        return x2",False,1
0.4444444444444444,2.0,0.08333333333333333,0.8333333333333334,12,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.16666666666666666,False,2224,firstAndLast,"def firstAndLast(s):
	return s[0] == s[-1]",False,1
0.25,2.5,0.09090909090909091,0.8181818181818182,11,0.6111111111111112,0.1388888888888889,0.14285714285714285,0.2857142857142857,False,2211,howManyEggCartons,"def howManyEggCartons(eggs):
	return eggs -1 // 12 + 1",False,1
0.7407407407407407,1.0,0.0,1.0,2,0.14814814814814814,0.1111111111111111,0.2222222222222222,0.3333333333333333,True,2880,overNineThousand,"def overNineThousand(power_level):
	return power_level > 9000",True,1
0.34,1.5,0.1111111111111111,0.8888888888888888,9,0.54,0.12,0.2727272727272727,0.2727272727272727,False,2154,convertToDegrees,"import math
def convertToDegrees(x):
    return x * 180\",False,1
0.925,1.0,0.0,1.0,1,0.075,0.0,0.25,0.3333333333333333,False,2169,intToFloat,"def intToFloat(x):
    return x//1",True,1
0.3888888888888889,2.0,0.3333333333333333,1.0,3,0.3888888888888889,0.2222222222222222,0.23076923076923078,0.38461538461538464,False,2877,singlePigLatin,"def singlePigLatin(s):
	return s[1:] + 's[0]' + 'ay'",False,1
0.15625,3.0,0.5,0.5,0,0.65625,0.1875,0.21428571428571427,0.42857142857142855,False,2217,kthDigit,"def kthDigit(x, k):
	return (x//10^(k-1))%10^k",False,1
0.2,3.5,0.16666666666666666,1.0,6,0.4,0.4,0.25,0.4375,False,2929,isEvenPositiveInt,"def isEvenPositiveInt(x):
	return x == int and x >= 0 and x % 2 == 0",False,1
0.23809523809523808,7.0,0.14285714285714285,0.8571428571428571,7,0.42857142857142855,0.3333333333333333,0.23529411764705882,0.47058823529411764,False,2999,oneToN,"def oneToN(n):
    for i in range(n+1):
        s[i] = i
        return s",False,1
0.38461538461538464,2.0,0.25,1.0,4,0.5,0.11538461538461539,0.2222222222222222,0.5,False,2881,hasTwoDigits,"def hasTwoDigits(x):
	return 10 < x < 100",False,1
0.23809523809523808,7.0,0.09090909090909091,0.8181818181818182,11,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,2123,oneToN,"def oneToN(n):
    return list(range(n+1))",False,1
0.925,1.0,0.2777777777777778,0.8333333333333334,18,0.075,0.0,0.0,1.0,True,1963,intToFloat,"def intToFloat(x):
    return x/1.0",True,1
0.4444444444444444,2.0,0.29411764705882354,0.8235294117647058,17,0.3333333333333333,0.2222222222222222,0.0,0.5,False,2014,firstAndLast,"def firstAndLast(s):
	return s[1] + s[len(s)]",True,1
0.8679245283018868,1.0,0.25,0.8125,16,0.07547169811320754,0.05660377358490566,0.0,0.6666666666666666,True,1949,raiseToPower,"def raiseToPower(x,y):
    return x ** y",True,1
0.95,1.0,0.2,0.8,15,0.016666666666666666,0.03333333333333333,0.0,0.5,True,1948,doubleX,"def doubleX(x):
    return x*2",True,1
0.5223880597014925,1.0,0.14285714285714285,0.7857142857142857,14,0.3283582089552239,0.14925373134328357,0.0,0.4,True,1947,helloWorld,"def helloWorld():
    return 'Hello World!'",True,1
0.25,2.5,0.15384615384615385,0.8461538461538461,13,0.6111111111111112,0.1388888888888889,0.0,0.3333333333333333,False,1964,howManyEggCartons,"def howManyEggCartons(eggs):
	return eggs//12",False,1
0.7560975609756098,1.0,0.08333333333333333,0.8333333333333334,12,0.1951219512195122,0.04878048780487805,0.0,0.42857142857142855,True,1962,leftoverCandy,"def leftoverCandy(candy_bars, friends):
	return candy_bars % friends",True,1
0.38461538461538464,2.0,0.0,0.8,10,0.5,0.11538461538461539,0.0,0.375,True,2039,hasTwoDigits,"def hasTwoDigits(x):
    if 1<= x//10 < 10:
        return True
    return False",False,1
0.34,1.5,0.0,0.875,8,0.54,0.12,0.1,0.3,False,1950,convertToDegrees,"import math

def convertToDegrees(x):
    return x.degrees
",True,1
0.5135135135135135,1.0,0.0,0.8333333333333334,6,0.35135135135135137,0.13513513513513514,0.16666666666666666,0.3333333333333333,False,1960,findRoot,"def findRoot(a,b,c):
    n = sqrt(b**2 - 4*a*c)
    d = 2*a
    x1 = (-b + n) / d
    x2 = (-b - n) / d
    return max(x1,x2)",False,1
0.14814814814814814,2.0,0.0,1.0,5,0.5925925925925926,0.25925925925925924,0.15384615384615385,0.38461538461538464,False,1987,nearestBusStop,"def nearestBusStop(street):
    if street <=4:
        closest = 0
    elif street >4 and street <=8:
        closest = 8
    elif street%8 <= 4:
        closest = street//8
    elif street%8 > 4 and street%8 <8:
        closest = street // 8 +1\",False,1
0.3888888888888889,2.0,0.0,1.0,3,0.3888888888888889,0.2222222222222222,0.2,0.4,False,2019,singlePigLatin,"def singlePigLatin(s):
	return s + s[0] + 'ay' - s[0]",True,1
0.34615384615384615,2.0,0.0,1.0,1,0.34615384615384615,0.3076923076923077,0.23529411764705882,0.4117647058823529,False,2046,canDrinkAlcohol,"def canDrinkAlcohol(age, is_driving):
    if age >= 21 and is_driving == no:
        return True
    return False",True,1
0.15625,3.0,0.0,0.8888888888888888,9,0.65625,0.1875,0.2222222222222222,0.4444444444444444,False,1974,kthDigit,"def kthDigit(x, k):
    
	return",False,1
0.5223880597014925,1.0,0.6666666666666666,0.7777777777777778,9,0.3283582089552239,0.14925373134328357,0.3333333333333333,0.3333333333333333,True,253,helloWorld,"def helloWorld():
    return ('Hello World!')",True,1
0.95,1.0,0.625,0.75,8,0.016666666666666666,0.03333333333333333,0.0,0.0,True,259,doubleX,"def doubleX(x):
    return 2*x",True,1
0.34,1.5,0.5,0.6666666666666666,6,0.54,0.12,0.0,0.0,True,271,convertToDegrees,"import math
def convertToDegrees(x):
    return math.degrees(x)",False,1
0.14814814814814814,2.0,0.6,0.8,5,0.5925925925925926,0.25925925925925924,0.0,0.0,False,1067,nearestBusStop,"def nearestBusStop(street):
	return",False,1
0.8679245283018868,1.0,0.5714285714285714,0.7142857142857143,7,0.07547169811320754,0.05660377358490566,0.0,0.25,True,260,raiseToPower,"def raiseToPower(x, y):
    return x**y",True,1
0.925,1.0,0.6666666666666666,1.0,3,0.075,0.0,0.0,0.2,True,281,intToFloat,"def intToFloat(x):
	return float(x)",True,1
0.15625,3.0,0.5,1.0,2,0.65625,0.1875,0.0,0.16666666666666666,True,780,kthDigit,"def kthDigit(x, k):
	return (x % (10**k)) // 10**(k-1)",True,1
0.25,2.5,1.0,1.0,1,0.6111111111111112,0.1388888888888889,0.0,0.14285714285714285,False,776,howManyEggCartons,"def howManyEggCartons(eggs):
	return math.ceil(eggs//12)",False,1
0.7560975609756098,1.0,0.5,0.5,0,0.1951219512195122,0.04878048780487805,0.0,0.25,True,282,leftoverCandy,"def leftoverCandy(candyBars, friends):
	return candyBars % friends",True,1
0.5135135135135135,1.0,0.75,1.0,4,0.35135135135135137,0.13513513513513514,0.0,0.2222222222222222,False,279,findRoot,"import math
def findRoot(a, b, c):
    return ((-b) + math.sqrt((b**2) - (4 * a * c))) / (2* a)\",True,1
0.23809523809523808,7.0,0.5,0.5,0,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,675,oneToN,"def oneToN(n):
    for x in range(1, n+1):
        print (x, end='')
print (oneToN(5))",True,1
0.34615384615384615,2.0,0.5454545454545454,0.9090909090909091,11,0.34615384615384615,0.3076923076923077,0.3333333333333333,0.3333333333333333,True,957,canDrinkAlcohol,"def canDrinkAlcohol(age, isDriving):
    canDrink = (age >= 21) and (isDriving == False)
    return canDrink",True,1
0.5223880597014925,1.0,0.5,0.9,10,0.3283582089552239,0.14925373134328357,0.0,0.0,True,923,helloWorld,"def helloWorld():
    s = 'Hello World!'
    return s
",True,1
0.95,1.0,0.4444444444444444,0.8888888888888888,9,0.016666666666666666,0.03333333333333333,0.0,0.0,True,925,doubleX,"def doubleX(x):
    s = 2 * x
    return s",True,1
0.8679245283018868,1.0,0.375,0.875,8,0.07547169811320754,0.05660377358490566,0.0,0.0,True,928,raiseToPower,"def raiseToPower(x, y):
    val = x ** y
    return val",True,1
0.34,1.5,0.2857142857142857,0.8571428571428571,7,0.54,0.12,0.0,0.0,True,932,convertToDegrees,"import math
def convertToDegrees(x):
    val = math.degrees(x)
    return val",False,1
0.5135135135135135,1.0,0.3333333333333333,1.0,6,0.35135135135135137,0.13513513513513514,0.0,0.0,False,935,findRoot,"def findRoot(a,b,c):
    x1 = ( -b - math.sqrt(b**2 - 4*a*c) ) / 2*a
    x2 = ( -b + math.sqrt(b**2 - 4*a*c) ) / 2*a
    val = max(x1, x2)
    return val",True,1
0.25,2.5,0.25,1.0,4,0.6111111111111112,0.1388888888888889,0.14285714285714285,0.14285714285714285,True,948,howManyEggCartons,"import math
def howManyEggCartons(eggs):
    val = math.ceil(eggs / 12)
    return val",False,1
0.14814814814814814,2.0,0.5,1.0,2,0.5925925925925926,0.25925925925925924,0.125,0.125,False,951,nearestBusStop,"def nearestBusStop(street):
    x = street + 3
    stop = x // 8 * 8
    return val",True,1
0.38461538461538464,2.0,0.5,0.5,0,0.5,0.11538461538461539,0.2,0.2,True,956,hasTwoDigits,"def digitCount(x):
    count = 1
    while (x >= 10):
        count += 1
        x //= 10
    return count

def hasTwoDigits(x):
    val = digitCount(x) == 2
    return val",False,1
0.2,3.5,0.5384615384615384,0.9230769230769231,13,0.4,0.4,0.3076923076923077,0.15384615384615385,False,958,isEvenPositiveInt,"def isEvenPositiveInt(x):
    isInt = (x / 3) == (x // 3)
    isEven = x % 2 == 0
    isPositive = x > 0
    test = isInt and isEven and isPositive
    return test",True,1
0.9649122807017544,1.0,0.5,0.5,0,0.017543859649122806,0.017543859649122806,0.3333333333333333,0.3333333333333333,True,1765,doubleX,"def doubleX(x):
    return x * 2",True,2
0.2631578947368421,2.5,1.0,1.0,1,0.6052631578947368,0.13157894736842105,0.0,0.0,False,1777,howManyEggCartons,"def howManyEggCartons(eggs):
	return eggs // 12 + 1",False,2
0.9047619047619048,1.0,0.5,0.5,2,0.07142857142857142,0.023809523809523808,0.0,0.5,True,1776,intToFloat,"def intToFloat(x):
    return x /1",True,2
0.40816326530612246,1.0,0.6666666666666666,0.6666666666666666,3,0.46938775510204084,0.12244897959183673,0.0,0.3333333333333333,False,1768,convertToDegrees,"def convertToDegrees (x):
    return x * 180 \",True,2
0.8823529411764706,1.0,0.5,0.5,4,0.058823529411764705,0.058823529411764705,0.0,0.5,False,1766,raiseToPower,"def raiseToPower (x,y):
    x ** y",True,2
0.12,3.0,0.3333333333333333,0.6666666666666666,6,0.52,0.36,0.16666666666666666,0.5,False,1771,isPunctuation,"def isPunctuation ():
    return 
",False,2
0.7619047619047619,1.0,0.2857142857142857,0.5714285714285714,7,0.16666666666666666,0.07142857142857142,0.14285714285714285,0.5714285714285714,True,1778,leftoverCandy,"def leftoverCandy(candy_bars, friends):
	return candy_bars % friends",True,2
0.5303030303030303,1.0,0.1111111111111111,0.3333333333333333,9,0.3333333333333333,0.13636363636363635,0.3333333333333333,0.3333333333333333,False,2704,helloWorld,'Hello World',False,2
0.7619047619047619,1.0,0.125,0.25,8,0.16666666666666666,0.07142857142857142,0.0,1.0,False,2729,leftoverCandy,"def leftoverCandy(candy_bars, friends):
	return candy_bars/friends",False,2
0.8823529411764706,1.0,0.0,0.14285714285714285,7,0.058823529411764705,0.058823529411764705,0.0,1.0,True,2712,raiseToPower,"def raiseToPower(x, y):
    return x ** y",True,2
0.40816326530612246,1.0,0.0,0.0,5,0.46938775510204084,0.12244897959183673,0.25,0.5,False,2714,convertToDegrees,"def convertToDegrees(x):
    return x * 180 / math.pi",False,2
0.9047619047619048,1.0,0.0,0.0,2,0.07142857142857142,0.023809523809523808,0.42857142857142855,0.42857142857142855,False,2728,intToFloat,"def intToFloat(x):
    return x // 1",True,2
0.17142857142857143,3.0,0.0,0.0,1,0.6285714285714286,0.2,0.375,0.5,False,2738,kthDigit,"def kthDigit(x, k):
	return x //(10 ** (k -1))",False,2
0.2631578947368421,2.5,0.5,0.5,0,0.6052631578947368,0.13157894736842105,0.3333333333333333,0.5555555555555556,False,2731,howManyEggCartons,"def howManyEggCartons(eggs):
	return eggs // 12",False,2
0.9649122807017544,1.0,0.5,0.5,0,0.017543859649122806,0.017543859649122806,0.3333333333333333,0.3333333333333333,True,1651,doubleX,"def doubleX(x):
    return x * 2",True,2
0.8823529411764706,1.0,1.0,1.0,1,0.058823529411764705,0.058823529411764705,0.0,0.0,True,1652,raiseToPower,"def raiseToPower(x, y):
    return x ** y",True,2
0.40816326530612246,1.0,1.0,1.0,2,0.46938775510204084,0.12244897959183673,0.0,0.0,False,1653,convertToDegrees,"import math
def convertToDegrees(x):
    return math.x",True,2
0.5303030303030303,1.0,0.6666666666666666,0.6666666666666666,3,0.3333333333333333,0.13636363636363635,0.0,0.3333333333333333,True,1650,helloWorld,"def helloWorld():
    return 'Hello World!'",True,2
